,data_values
2789,0.04237488
2790,0.043522816
2791,0.04460381
2792,0.0456162
2793,0.046558667
2794,0.047430094
2795,0.048229545
2796,0.0489562
2797,0.049609162
2798,0.050187547
2799,0.050690282
2800,0.051116113
2801,0.051463597
2802,0.05173103
2803,0.05191651
2804,0.052017864
2805,0.052032847
2806,0.051959157
2807,0.051794365
2808,0.051536243
2809,0.05118273
2810,0.050732095
2811,0.05018304
2812,0.049534805
2813,0.04878729
2814,0.04794106
2815,0.046997424
2816,0.045958642
2817,0.044827614
2818,0.043608088
2819,0.04230461
2820,0.040922347
2821,0.0394671
2822,0.037945155
2823,0.036363237
2824,0.034728203
2825,0.03304717
2826,0.031327203
2827,0.02957529
2828,0.02779826
2829,0.026002657
2830,0.0241947
2831,0.022380251
2832,0.020564847
2833,0.018753568
2834,0.016951252
2835,0.0151623795
2836,0.013391203
2837,0.011641805
2838,0.009918138
2839,0.008224116
2840,0.006563668
2841,0.0049407952
2842,0.0033596368
2843,0.0018244708
2844,0.00033976536
2845,-0.0010898341
2846,-0.0024595098
2847,-0.0037642887
2848,-0.0049990807
2849,-0.0061587277
2850,-0.007238059
2851,-0.008231945
2852,-0.0091353785
2853,-0.009943526
2854,-0.010651821
2855,-0.011256032
2856,-0.011752339
2857,-0.012137381
2858,-0.012408348
2859,-0.012563033
2860,-0.012599872
2861,-0.0125180185
2862,-0.012317364
2863,-0.011998546
2864,-0.011563024
2865,-0.01101303
2866,-0.0103515815
2867,-0.009582455
2868,-0.0087101385
2869,-0.0077397726
2870,-0.0066770925
2871,-0.005528317
2872,-0.004300062
2873,-0.0029992221
2874,-0.0016328589
2875,-0.00020807864
2876,0.0012680829
2877,0.002788769
2878,0.0043473947
2879,0.0059377225
2880,0.007553931
2881,0.009190627
2882,0.01084286
2883,0.012506102
2884,0.014176196
2885,0.015849277
2886,0.017521696
2887,0.01918991
2888,0.020850357
2889,0.022499386
2890,0.02413312
2891,0.025747383
2892,0.027337639
2893,0.028898947
2894,0.030425966
2895,0.031912975
2896,0.033353906
2897,0.03474255
2898,0.036072437
2899,0.03733726
2900,0.038530782
2901,0.0396471
2902,0.04068077
2903,0.041626964
2904,0.042481527
2905,0.043241076
2906,0.043903034
2907,0.044465713
2908,0.044928163
2909,0.045290235
2910,0.045552388
2911,0.045715667
2912,0.045781497
2913,0.045751598
2914,0.04562789
2915,0.045412224
2916,0.04510649
2917,0.04471242
2918,0.044231586
2919,0.04366541
2920,0.043015223
2921,0.042282246
2922,0.041467875
2923,0.040573545
2924,0.039601106
2925,0.038552746
2926,0.03743126
2927,0.03624003
2928,0.034983188
2929,0.033665575
2930,0.032292757
2931,0.030870978
2932,0.029407041
2933,0.027908226
2934,0.026382081
2935,0.024836292
2936,0.02327845
2937,0.021715874
2938,0.020155506
2939,0.018603673
2940,0.017066052
2941,0.015547548
2942,0.014052346
2943,0.012583861
2944,0.011144881
2945,0.009737618
2946,0.0083639
2947,0.0070253112
2948,0.0057233805
2949,0.0044597434
2950,0.0032362996
2951,0.0020553484
2952,0.00091966864
2953,-0.00016743323
2954,-0.0012021272
2955,-0.0021801142
2956,-0.0030967228
2957,-0.003947055
2958,-0.004726147
2959,-0.005429176
2960,-0.006051647
2961,-0.006589581
2962,-0.00703971
2963,-0.0073995935
2964,-0.007667729
2965,-0.007843625
2966,-0.007927793
2967,-0.007921694
2968,-0.007827657
2969,-0.007648755
2970,-0.007388636
2971,-0.0070513324
2972,-0.006641094
2973,-0.0061621936
2974,-0.0056187874
2975,-0.0050147623
2976,-0.0043536653
2977,-0.0036386566
2978,-0.0028725064
2979,-0.002057653
2980,-0.0011962865
2981,-0.00029047902
2982,0.0006576747
2983,0.001645895
2984,0.002671565
2985,0.003731584
2986,0.0048222574
2987,0.0059392275
2988,0.007077418
2989,0.008231075
2990,0.009393823
2991,0.010558747
2992,0.011718593
2993,0.012865903
2994,0.013993233
2995,0.015093343
2996,0.01615941
2997,0.0171852
2998,0.018165141
2999,0.019094529
3000,0.019969529
3001,0.02078712
3002,0.021545079
3003,0.022241913
3004,0.022876646
3005,0.023448689
3006,0.023957616
3007,0.024402991
3008,0.024784192
3009,0.025100254
3010,0.0253497
3011,0.025530575
3012,0.025640268
3013,0.025675707
3014,0.025633369
3015,0.025509417
3016,0.025299916
3017,0.02500107
3018,0.024609344
3019,0.024121838
3020,0.023536433
3021,0.022851983
3022,0.022068499
3023,0.02118722
3024,0.020210681
3025,0.019142738
3026,0.017988373
3027,0.016753685
3028,0.015445628
3029,0.014071814
3030,0.012640258
3031,0.011159115
3032,0.0096363975
3033,0.008079732
3034,0.0064961757
3035,0.004891999
3036,0.0032725853
3037,0.0016423499
3038,4.7317144e-06
3039,-0.0016377561
3040,-0.0032834408
3041,-0.004931331
3042,-0.006580963
3043,-0.008232189
3044,-0.009884971
3045,-0.0115391575
3046,-0.013194318
3047,-0.014849561
3048,-0.016503394
3049,-0.018153638
3050,-0.019797375
3051,-0.02143095
3052,-0.023049984
3053,-0.024649492
3054,-0.026223937
3055,-0.02776744
3056,-0.029273832
3057,-0.03073688
3058,-0.03215045
3059,-0.033508632
3060,-0.03480577
3061,-0.03603679
3062,-0.03719706
3063,-0.038282607
3064,-0.039289966
3065,-0.04021641
3066,-0.041059677
3067,-0.041818123
3068,-0.04249058
3069,-0.04307633
3070,-0.043574996
3071,-0.04398659
3072,-0.044311322
3073,-0.044549696
3074,-0.044702373
3075,-0.04477025
3076,-0.044754446
3077,-0.044656232
3078,-0.044477157
3079,-0.044219006
3080,-0.043883827
3081,-0.04347401
3082,-0.042992275
3083,-0.0424416
3084,-0.04182532
3085,-0.041147057
3086,-0.040410724
3087,-0.03962041
3088,-0.038780425
3089,-0.037895117
3090,-0.03696893
3091,-0.03600627
3092,-0.0350114
3093,-0.033988427
3094,-0.03294131
3095,-0.031873696
3096,-0.030789018
3097,-0.029690411
3098,-0.028580774
3099,-0.027462784
3100,-0.026338957
3101,-0.025211656
3102,-0.024083214
3103,-0.022955935
3104,-0.021832235
3105,-0.020714676
3106,-0.019605933
3107,-0.01850891
3108,-0.017426772
3109,-0.01636288
3110,-0.015320746
3111,-0.014304084
3112,-0.013316649
3113,-0.012362205
3114,-0.0114443945
3115,-0.010566678
3116,-0.009732194
3117,-0.008943661
3118,-0.008203323
3119,-0.0075128186
3120,-0.0068731816
3121,-0.00628477
3122,-0.0057473043
3123,-0.005259856
3124,-0.0048209326
3125,-0.004428553
3126,-0.0040803393
3127,-0.0037736653
3128,-0.003505772
3129,-0.0032739234
3130,-0.0030755417
3131,-0.0029083327
3132,-0.0027704074
3133,-0.0026603716
3134,-0.0025773728
3135,-0.002521138
3136,-0.002491977
3137,-0.0024907219
3138,-0.002518678
3139,-0.0025775111
3140,-0.0026691312
3141,-0.0027955563
3142,-0.0029587743
3143,-0.0031606012
3144,-0.0034025325
3145,-0.0036856371
3146,-0.004010467
3147,-0.0043769823
3148,-0.0047845324
3149,-0.0052318447
3150,-0.0057170577
3151,-0.0062378007
3152,-0.0067912773
3153,-0.007374376
3154,-0.007983787
3155,-0.00861614
3156,-0.009268106
3157,-0.009936545
3158,-0.010618564
3159,-0.011311623
3160,-0.012013548
3161,-0.012722576
3162,-0.01343733
3163,-0.0141567765
3164,-0.014880181
3165,-0.015607022
3166,-0.016336912
3167,-0.017069489
3168,-0.01780439
3169,-0.0185411
3170,-0.019278955
3171,-0.020017115
3172,-0.020754509
3173,-0.021489881
3174,-0.022221785
3175,-0.022948716
3176,-0.023669086
3177,-0.02438135
3178,-0.025084056
3179,-0.025775958
3180,-0.026455967
3181,-0.027123291
3182,-0.02777739
3183,-0.028418
3184,-0.029045025
3185,-0.029658578
3186,-0.030258782
3187,-0.030845756
3188,-0.031419504
3189,-0.03197979
3190,-0.032526094
3191,-0.033057462
3192,-0.033572517
3193,-0.03406949
3194,-0.03454609
3195,-0.034999743
3196,-0.035427477
3197,-0.03582616
3198,-0.03619261
3199,-0.036523666
3200,-0.03681639
3201,-0.03706826
3202,-0.03727707
3203,-0.03744127
3204,-0.037559938
3205,-0.037632655
3206,-0.0376597
3207,-0.037641827
3208,-0.03758026
3209,-0.03747647
3210,-0.037332132
3211,-0.03714883
3212,-0.036928
3213,-0.036670774
3214,-0.0363778
3215,-0.036049113
3216,-0.035684317
3217,-0.035282277
3218,-0.03484143
3219,-0.034359757
3220,-0.033834938
3221,-0.03326466
3222,-0.032646608
3223,-0.031978887
3224,-0.031260107
3225,-0.030489624
3226,-0.029667705
3227,-0.028795622
3228,-0.027875714
3229,-0.026911391
3230,-0.025907116
3231,-0.024868188
3232,-0.023800693
3233,-0.022711178
3234,-0.021606471
3235,-0.020493435
3236,-0.019378653
3237,-0.018268254
3238,-0.017167637
3239,-0.016081436
3240,-0.015013296
3241,-0.013965933
3242,-0.012941158
3243,-0.011939915
3244,-0.010962527
3245,-0.010008842
3246,-0.009078505
3247,-0.008171197
3248,-0.0072868853
3249,-0.0064260624
3250,-0.005589946
3251,-0.0047806343
3252,-0.0040011737
3253,-0.0032555957
3254,-0.0025488536
3255,-0.0018867096
3256,-0.0012755453
3257,-0.0007221393
3258,-0.00023339588
3259,0.00018394012
3260,0.0005235713
3261,0.0007799066
3262,0.00094829156
3263,0.0010251962
3264,0.0010083341
3265,0.00089671067
3266,0.0006905991
3267,0.0003914515
3268,1.7378833e-06
3269,-0.0004752586
3270,-0.001035686
3271,-0.001675401
3272,-0.0023902468
3273,-0.0031763006
3274,-0.0040301005
3275,-0.004948825
3276,-0.0059304223
3277,-0.006973653
3278,-0.0080780815
3279,-0.009244001
3280,-0.010472265
3281,-0.011764109
3282,-0.013120922
3283,-0.014543972
3284,-0.01603414
3285,-0.017591672
3286,-0.019215945
3287,-0.020905301
3288,-0.022656875
3289,-0.024466591
3290,-0.026329113
3291,-0.028237898
3292,-0.03018541
3293,-0.03216314
3294,-0.034161974
3295,-0.036172364
3296,-0.038184553
3297,-0.040188856
3298,-0.04217593
3299,-0.044136893
3300,-0.046063546
3301,-0.047948338
3302,-0.049784653
3303,-0.051566653
3304,-0.053289168
3305,-0.054947745
3306,-0.056538448
3307,-0.058057692
3308,-0.05950217
3309,-0.06086857
3310,-0.062153567
3311,-0.06335371
3312,-0.06446508
3313,-0.06548382
3314,-0.06640553
3315,-0.067225784
3316,-0.06793986
3317,-0.06854318
3318,-0.06903123
3319,-0.06939985
3320,-0.06964527
3321,-0.06976449
3322,-0.06975493
3323,-0.06961517
3324,-0.069344446
3325,-0.06894303
3326,-0.06841206
3327,-0.06775354
3328,-0.06697012
3329,-0.06606527
3330,-0.0650428
3331,-0.06390699
3332,-0.06266228
3333,-0.06131327
3334,-0.05986442
3335,-0.058320127
3336,-0.056684658
3337,-0.054961998
3338,-0.05315593
3339,-0.051270165
3340,-0.04930821
3341,-0.047273602
3342,-0.04516994
3343,-0.04300106
3344,-0.04077099
3345,-0.03848422
3346,-0.03614564
3347,-0.03376061
3348,-0.03133509
3349,-0.02887547
3350,-0.026388668
3351,-0.023882026
3352,-0.02136321
3353,-0.018840175
3354,-0.016321022
3355,-0.013813936
3356,-0.011327054
3357,-0.008868423
3358,-0.006445906
3359,-0.0040671555
3360,-0.001739575
3361,0.00052967155
3362,0.002733648
3363,0.0048656226
3364,0.0069190203
3365,0.008887387
3366,0.010764356
3367,0.012543592
3368,0.014218816
3369,0.015783802
3370,0.017232377
3371,0.01855854
3372,0.019756464
3373,0.020820655
3374,0.021746052
3375,0.022528175
3376,0.023163224
3377,0.023648268
3378,0.023981279
3379,0.024161326
3380,0.024188556
3381,0.024064302
3382,0.023791011
3383,0.023372242
3384,0.022812577
3385,0.022117514
3386,0.021293316
3387,0.020346815
3388,0.019285249
3389,0.018116092
3390,0.016846802
3391,0.0154847475
3392,0.014036958
3393,0.012510057
3394,0.010910187
3395,0.009242988
3396,0.0075135627
3397,0.0057265437
3398,0.0038861702
3399,0.0019963956
3400,6.1033774e-05
3401,-0.0019161133
3402,-0.003931103
3403,-0.0059797154
3404,-0.008057322
3405,-0.010158791
3406,-0.012278424
3407,-0.014409941
3408,-0.016546467
3409,-0.018680632
3410,-0.020804567
3411,-0.022910127
3412,-0.024988959
3413,-0.02703268
3414,-0.029033065
3415,-0.030982131
3416,-0.032872327
3417,-0.03469667
3418,-0.03644877
3419,-0.038122926
3420,-0.039714154
3421,-0.041218158
3422,-0.042631228
3423,-0.043950185
3424,-0.045172386
3425,-0.046295386
3426,-0.047317002
3427,-0.04823512
3428,-0.04904759
3429,-0.049752146
3430,-0.050346434
3431,-0.050827764
3432,-0.05119349
3433,-0.051440734
3434,-0.051566668
3435,-0.05156853
3436,-0.051443852
3437,-0.05119055
3438,-0.050807122
3439,-0.05029267
3440,-0.049647212
3441,-0.048871655
3442,-0.047967933
3443,-0.046938907
3444,-0.045788463
3445,-0.044521477
3446,-0.0431435
3447,-0.041660905
3448,-0.040080506
3449,-0.038409468
3450,-0.03665512
3451,-0.03482468
3452,-0.03292521
3453,-0.030963369
3454,-0.028945347
3455,-0.026876798
3456,-0.024762742
3457,-0.022607686
3458,-0.020415615
3459,-0.018190093
3460,-0.015934447
3461,-0.013651875
3462,-0.0113456035
3463,-0.009019101
3464,-0.0066762203
3465,-0.0043213232
3466,-0.0019593905
3467,0.0004038972
3468,0.0027621363
3469,0.0051082303
3470,0.0074344445
3471,0.009732519
3472,0.011993813
3473,0.014209471
3474,0.016370606
3475,0.018468527
3476,0.020494916
3477,0.022441978
3478,0.024302678
3479,0.026070824
3480,0.027741136
3481,0.029309383
3482,0.030772278
3483,0.03212758
3484,0.033373926
3485,0.03451089
3486,0.035538603
3487,0.036457952
3488,0.037270285
3489,0.03797724
3490,0.038580738
3491,0.039082833
3492,0.039485633
3493,0.03979124
3494,0.040001802
3495,0.040119395
3496,0.040146116
3497,0.04008405
3498,0.039935365
3499,0.03970234
3500,0.039387353
3501,0.03899299
3502,0.038521964
3503,0.037977226
3504,0.03736186
3505,0.03667906
3506,0.035932135
3507,0.035124358
3508,0.034259018
3509,0.033339247
3510,0.032367993
3511,0.03134803
3512,0.030281821
3513,0.029171588
3514,0.028019348
3515,0.02682688
3516,0.025595833
3517,0.02432784
3518,0.023024539
3519,0.02168779
3520,0.020319724
3521,0.018922864
3522,0.017500216
3523,0.016055338
3524,0.014592396
3525,0.013116155
3526,0.011631943
3527,0.010145598
3528,0.008663358
3529,0.0071917335
3530,0.0057373294
3531,0.0043067
3532,0.002906145
3533,0.0015415398
3534,0.00021818581
3535,-0.0010593435
3536,-0.0022872963
3537,-0.003462817
3538,-0.0045839613
3539,-0.005649686
3540,-0.00665978
3541,-0.007614763
3542,-0.008515749
3543,-0.009364288
3544,-0.010162204
3545,-0.010911387
3546,-0.011613657
3547,-0.012270585
3548,-0.01288337
3549,-0.013452743
3550,-0.013978917
3551,-0.014461533
3552,-0.014899723
3553,-0.015292135
3554,-0.015637042
3555,-0.015932444
3556,-0.016176179
3557,-0.016366113
3558,-0.016500236
3559,-0.016576782
3560,-0.016594348
3561,-0.016551975
3562,-0.016449181
3563,-0.016286004
3564,-0.016062977
3565,-0.015781097
3566,-0.015441735
3567,-0.015046598
3568,-0.014597614
3569,-0.014096819
3570,-0.01354631
3571,-0.012948117
3572,-0.0123042
3573,-0.011616331
3574,-0.010886156
3575,-0.010115147
3576,-0.009304644
3577,-0.008455925
3578,-0.0075702188
3579,-0.0066487906
3580,-0.0056930115
3581,-0.0047044037
3582,-0.0036846641
3583,-0.002635709
3584,-0.001559666
3585,-0.0004588455
3586,0.0006643021
3587,0.0018072618
3588,0.0029675355
3589,0.0041427384
3590,0.00533069
3591,0.006529525
3592,0.0077377483
3593,0.0089543015
3594,0.010178601
3595,0.011410508
3596,0.012650317
3597,0.013898667
3598,0.015156414
3599,0.016424555
3600,0.01770401
3601,0.018995496
3602,0.020299334
3603,0.02161534
3604,0.022942623
3605,0.024279505
3606,0.02562351
3607,0.026971268
3608,0.028318569
3609,0.029660437
3610,0.03099129
3611,0.032305017
3612,0.03359536
3613,0.03485587
3614,0.03608037
3615,0.03726308
3616,0.03839879
3617,0.039483182
3618,0.040512845
3619,0.041485388
3620,0.04239953
3621,0.04325511
3622,0.04405284
3623,0.044794425
3624,0.04548217
3625,0.046118896
3626,0.04670765
3627,0.047251444
3628,0.047753062
3629,0.04821478
3630,0.048638184
3631,0.04902402
3632,0.04937203
3633,0.049680956
3634,0.049948543
3635,0.05017158
3636,0.050345927
3637,0.050466858
3638,0.050529152
3639,0.050527282
3640,0.05045579
3641,0.050309453
3642,0.0500835
3643,0.049773853
3644,0.049377345
3645,0.048891865
3646,0.04831635
3647,0.04765093
3648,0.04689696
3649,0.046056814
3650,0.045133937
3651,0.044132657
3652,0.043057963
3653,0.041915443
3654,0.04071104
3655,0.039450813
3656,0.038140863
3657,0.03678704
3658,0.03539492
3659,0.03396961
3660,0.032515775
3661,0.031037461
3662,0.029538207
3663,0.02802098
3664,0.026488248
3665,0.024942074
3666,0.023384152
3667,0.021815946
3668,0.020238768
3669,0.018653885
3670,0.017062616
3671,0.015466421
3672,0.0138669815
3673,0.012266223
3674,0.010666443
3675,0.009070232
3676,0.0074805827
3677,0.0059008407
3678,0.0043346956
3679,0.0027861772
3680,0.0012596028
3681,-0.00024044228
3682,-0.001709152
3683,-0.0031415399
3684,-0.0045324876
3685,-0.00587678
3686,-0.007169155
3687,-0.0084043415
3688,-0.009577081
3689,-0.010682183
3690,-0.011714557
3691,-0.0126692215
3692,-0.013541372
3693,-0.01432635
3694,-0.015019735
3695,-0.015617347
3696,-0.016115246
3697,-0.016509831
3698,-0.016797766
3699,-0.01697607
3700,-0.017042143
3701,-0.016993737
3702,-0.016828995
3703,-0.01654649
3704,-0.016145201
3705,-0.015624495
3706,-0.014984208
3707,-0.014224569
3708,-0.013346231
3709,-0.012350242
3710,-0.011238058
3711,-0.010011493
3712,-0.00867276
3713,-0.007224389
3714,-0.005669291
3715,-0.004010683
3716,-0.0022521173
3717,-0.00039747645
3718,0.0015490372
3719,0.0035828894
3720,0.0056992015
3721,0.007892743
3722,0.010157905
3723,0.012488704
3724,0.014878732
3725,0.017321173
3726,0.019808758
3727,0.022333784
3728,0.02488812
3729,0.027463213
3730,0.030050112
3731,0.032639507
3732,0.035221808
3733,0.03778723
3734,0.040325806
3735,0.042827535
3736,0.045282546
3737,0.04768106
3738,0.050013736
3739,0.05227154
3740,0.054446023
3741,0.056529377
3742,0.058514513
3743,0.060395062
3744,0.0621656
3745,0.06382143
3746,0.06535879
3747,0.06677465
3748,0.0680668
3749,0.069233716
3750,0.07027431
3751,0.07118815
3752,0.07197505
3753,0.07263522
3754,0.07316879
3755,0.07357618
3756,0.073857665
3757,0.07401343
3758,0.07404356
3759,0.07394805
3760,0.073726684
3761,0.073379405
3762,0.0729057
3763,0.07230563
3764,0.071579024
3765,0.07072605
3766,0.0697473
3767,0.06864362
3768,0.06741634
3769,0.06606747
3770,0.064599395
3771,0.06301532
3772,0.06131884
3773,0.059514213
3774,0.05760624
3775,0.055600215
3776,0.053501796
3777,0.051317114
3778,0.049052533
3779,0.046714626
3780,0.044310257
3781,0.04184633
3782,0.039329927
3783,0.036768254
3784,0.034168497
3785,0.03153808
3786,0.028884353
3787,0.026214972
3788,0.023537595
3789,0.020860078
3790,0.018190382
3791,0.015536628
3792,0.012907039
3793,0.010309933
3794,0.007753638
3795,0.0052464916
3796,0.0027967263
3797,0.00041243777
3798,-0.0018985047
3799,-0.004128517
3800,-0.006270348
3801,-0.008317129
3802,-0.010262416
3803,-0.01210017
3804,-0.013824802
3805,-0.015431126
3806,-0.016914353
3807,-0.018270047
3808,-0.019494087
3809,-0.02058263
3810,-0.021532107
3811,-0.02233918
3812,-0.023000741
3813,-0.02351398
3814,-0.023876362
3815,-0.024085736
3816,-0.024140403
3817,-0.024039173
3818,-0.023781557
3819,-0.023367766
3820,-0.022798864
3821,-0.022076817
3822,-0.021204613
3823,-0.02018621
3824,-0.019026574
3825,-0.017731652
3826,-0.016308269
3827,-0.014764031
3828,-0.013107186
3829,-0.01134644
3830,-0.00949078
3831,-0.0075492933
3832,-0.0055309576
3833,-0.0034445052
3834,-0.0012982461
3835,0.0009000221
3836,0.003143098
3837,0.005424394
3838,0.0077379206
3839,0.010078218
3840,0.01244026
3841,0.014819328
3842,0.017210802
3843,0.01961006
3844,0.022012295
3845,0.024412315
3846,0.02680445
3847,0.029182483
3848,0.03153954
3849,0.033868123
3850,0.036160197
3851,0.038407177
3852,0.040600147
3853,0.042730007
3854,0.04478773
3855,0.046764437
3856,0.048651736
3857,0.050441843
3858,0.052127805
3859,0.053703602
3860,0.05516427
3861,0.056505885
3862,0.057725687
3863,0.058821887
3864,0.059793666
3865,0.06064099
3866,0.061364476
3867,0.06196521
3868,0.062444534
3869,0.06280394
3870,0.06304491
3871,0.0631687
3872,0.063176334
3873,0.063068606
3874,0.06284599
3875,0.06250876
3876,0.06205702
3877,0.06149078
3878,0.060810257
3879,0.06001586
3880,0.059108395
3881,0.058089275
3882,0.056960527
3883,0.055724945
3884,0.0543862
3885,0.052948765
3886,0.051417883
3887,0.049799748
3888,0.048100967
3889,0.046328913
3890,0.044491254
3891,0.04259591
3892,0.040650956
3893,0.03866432
3894,0.036643792
3895,0.03459679
3896,0.0325304
3897,0.030451149
3898,0.028365128
3899,0.026277946
3900,0.024194729
3901,0.022120215
3902,0.0200588
3903,0.018014628
3904,0.0159917
3905,0.013993914
3906,0.012025162
3907,0.010089371
3908,0.008190576
3909,0.006332902
3910,0.0045205867
3911,0.002757954
3912,0.0010493818
3913,-0.0006007443
3914,-0.0021881058
3915,-0.003708506
3916,-0.005157941
3917,-0.0065326644
3918,-0.007829241
3919,-0.009044608
3920,-0.010176088
3921,-0.011221449
3922,-0.0121788755
3923,-0.013047014
3924,-0.013824929
3925,-0.0145121
3926,-0.015108423
3927,-0.015614146
3928,-0.016029852
3929,-0.016356407
3930,-0.016594991
3931,-0.016746998
3932,-0.016813995
3933,-0.016797781
3934,-0.016700247
3935,-0.01652345
3936,-0.016269496
3937,-0.015940595
3938,-0.015538977
3939,-0.015066901
3940,-0.014526637
3941,-0.013920445
3942,-0.0132506
3943,-0.01251935
3944,-0.011728971
3945,-0.010881763
3946,-0.009980089
3947,-0.009026424
3948,-0.008023378
3949,-0.0069737635
3950,-0.0058806334
3951,-0.004747348
3952,-0.003577588
3953,-0.00237542
3954,-0.0011452889
3955,0.00010796552
3956,0.00137913
3957,0.0026626475
3958,0.0039526876
3959,0.005243211
3960,0.0065280627
3961,0.0078010904
3962,0.009056238
3963,0.010287682
3964,0.011489923
3965,0.012657901
3966,0.013787103
3967,0.014873585
3968,0.015914062
3969,0.016905928
3970,0.017847197
3971,0.018736579
3972,0.019573297
3973,0.020357143
3974,0.021088319
3975,0.021767398
3976,0.022395149
3977,0.022972602
3978,0.023500806
3979,0.02398089
3980,0.024413943
3981,0.024801044
3982,0.025143247
3983,0.025441522
3984,0.025696855
3985,0.025910262
3986,0.026082773
3987,0.026215548
3988,0.026309805
3989,0.02636692
3990,0.02638836
3991,0.026375696
3992,0.026330536
3993,0.0262545
3994,0.026149156
3995,0.026015906
3996,0.025855923
3997,0.025670098
3998,0.025458924
3999,0.0252225
4000,0.024960458
4001,0.024671976
4002,0.02435579
4003,0.02401028
4004,0.023633527
4005,0.023223404
4006,0.022777693
4007,0.022294285
4008,0.021771176
4009,0.02120677
4010,0.020599794
4011,0.019949526
4012,0.019255798
4013,0.01851903
4014,0.017740212
4015,0.016920818
4016,0.016062804
4017,0.015168413
4018,0.014240119
4019,0.0132804485
4020,0.012291828
4021,0.011276524
4022,0.010236447
4023,0.009173111
4024,0.008087601
4025,0.00698053
4026,0.005852077
4027,0.004702063
4028,0.003530046
4029,0.002335453
4030,0.0011177212
4031,-0.00012354074
4032,-0.0013884022
4033,-0.0026764679
4034,-0.003986766
4035,-0.005317661
4036,-0.00666682
4037,-0.008031194
4038,-0.009407061
4039,-0.010790146
4040,-0.0121756885
4041,-0.013558626
4042,-0.014933776
4043,-0.016295983
4044,-0.017640315
4045,-0.018962247
4046,-0.020257758
4047,-0.021523511
4048,-0.022756862
4049,-0.023955924
4050,-0.02511953
4051,-0.026247209
4052,-0.027339084
4053,-0.028395714
4054,-0.029418046
4055,-0.030407136
4056,-0.031364143
4057,-0.032290056
4058,-0.033185612
4059,-0.034051236
4060,-0.034886967
4061,-0.03569233
4062,-0.036466513
4063,-0.037208192
4064,-0.037915796
4065,-0.038587414
4066,-0.039221015
4067,-0.039814513
4068,-0.04036584
4069,-0.04087305
4070,-0.041334424
4071,-0.04174851
4072,-0.04211408
4073,-0.04243023
4074,-0.04269634
4075,-0.042911947
4076,-0.04307682
4077,-0.04319077
4078,-0.043253694
4079,-0.043265402
4080,-0.043225694
4081,-0.043134205
4082,-0.042990517
4083,-0.042793997
4084,-0.042544078
4085,-0.042240087
4086,-0.041881457
4087,-0.041467704
4088,-0.040998627
4089,-0.040474366
4090,-0.03989528
4091,-0.039262407
4092,-0.038577043
4093,-0.037841033
4094,-0.037056703
4095,-0.03622663
4096,-0.03535382
4097,-0.03444136
4098,-0.03349245
4099,-0.03251019
4100,-0.031497512
4101,-0.030457033
4102,-0.029390903
4103,-0.028300898
4104,-0.027188256
4105,-0.026053693
4106,-0.02489754
4107,-0.02371977
4108,-0.022520134
4109,-0.021298345
4110,-0.020054251
4111,-0.018787991
4112,-0.017500246
4113,-0.01619236
4114,-0.014866536
4115,-0.013525921
4116,-0.012174675
4117,-0.010818031
4118,-0.009462205
4119,-0.008114374
4120,-0.006782471
4121,-0.0054750484
4122,-0.0042010294
4123,-0.0029694606
4124,-0.0017892582
4125,-0.0006689242
4126,0.00038370196
4127,0.0013616731
4128,0.0022591285
4129,0.0030714434
4130,0.0037953234
4131,0.0044288496
4132,0.004971449
4133,0.0054238243
4134,0.005787832
4135,0.0060663135
4136,0.0062628905
4137,0.0063817482
4138,0.0064274
4139,0.0064044534
4140,0.006317406
4141,0.0061704507
4142,0.005967325
4143,0.005711186
4144,0.0054045627
4145,0.0050493204
4146,0.004646688
4147,0.0041973204
4148,0.0037014047
4149,0.0031587784
4150,0.0025690885
4151,0.0019319367
4152,0.0012470385
4153,0.00051436864
4154,-0.0002657109
4155,-0.001092345
4156,-0.001964112
4157,-0.002878977
4158,-0.0038342853
4159,-0.0048267767
4160,-0.005852628
4161,-0.006907523
4162,-0.007986743
4163,-0.009085256
4164,-0.010197803
4165,-0.011319006
4166,-0.0124434475
4167,-0.0135657415
4168,-0.014680584
4169,-0.015782813
4170,-0.016867392
4171,-0.017929452
4172,-0.018964274
4173,-0.019967254
4174,-0.020933924
4175,-0.02185989
4176,-0.022740886
4177,-0.023572708
4178,-0.02435128
4179,-0.025072653
4180,-0.025733093
4181,-0.026329106
4182,-0.02685754
4183,-0.027315663
4184,-0.027701234
4185,-0.028012605
4186,-0.02824877
4187,-0.028409453
4188,-0.028495083
4189,-0.028506845
4190,-0.028446632
4191,-0.028316995
4192,-0.028121008
4193,-0.027862271
4194,-0.027544629
4195,-0.027172118
4196,-0.026748769
4197,-0.026278459
4198,-0.025764799
4199,-0.025210988
4200,-0.024619715
4201,-0.02399315
4202,-0.02333288
4203,-0.022639984
4204,-0.02191511
4205,-0.021158474
4206,-0.02037017
4207,-0.0195502
4208,-0.018698726
4209,-0.017816147
4210,-0.016903408
4211,-0.015961995
4212,-0.014994161
4213,-0.014002937
4214,-0.012992183
4215,-0.011966542
4216,-0.010931406
4217,-0.009892766
4218,-0.008857106
4219,-0.007831161
4220,-0.0068217707
4221,-0.0058356533
4222,-0.004879196
4223,-0.003958301
4224,-0.0030781936
4225,-0.0022433428
4226,-0.0014573678
4227,-0.0007230328
4228,-4.2266653e-05
4229,0.00058376265
4230,0.0011545349
