tv,radio,social_media,influencer,sales
63000.0,25440.22,3473.81,Mega,222988.74
70000.0,20267.13,5456.29,Mega,247439.03
18000.0,8619.23,380.37,Mega,66169.31
66000.0,19705.37,6268.88,Macro,235419.76
73000.0,33446.96,5205.86,Mega,260741.81
75000.0,32983.98,5622.83,Nano,267744.8
78000.0,18159.05,4246.5,Mega,274094.0
57000.0,17891.52,4776.43,Micro,203573.23
69000.0,19030.07,2701.39,Micro,246240.31
54000.0,24365.76,5020.14,Macro,194531.26
51000.0,13354.89,6071.65,Macro,180628.31
90000.0,23850.97,1784.88,Macro,319635.86
58000.0,25104.16,6380.92,Macro,203677.43
78000.0,24992.1,4209.57,Macro,277241.34
42000.0,25887.66,3593.71,Nano,150942.95
91000.0,35430.37,4872.22,Nano,324852.5
53000.0,12943.63,1404.96,Mega,187157.56
65000.0,18742.49,2460.79,Micro,231280.97
61000.0,24660.65,3371.5,Mega,217442.37
46000.0,15575.68,3615.1,Nano,168715.68
53000.0,22585.64,2507.44,Mega,185527.03
65000.0,23578.66,2856.66,Mega,232555.02
28000.0,15046.5,4417.36,Macro,97301.21
26000.0,3205.84,1792.2,Macro,95060.03
89000.0,29196.4,5766.58,Mega,314874.18
86000.0,28018.78,4629.25,Macro,303389.01
27000.0,13270.34,858.88,Micro,92400.45
70000.0,18782.84,3505.2,Micro,249585.95
52000.0,19832.34,1810.46,Macro,188852.32
58000.0,24296.14,3260.73,Macro,207138.85
10000.0,2112.09,2920.71,Mega,32237.03
22000.0,3119.41,2819.74,Micro,80242.44
33000.0,12126.54,210.45,Macro,117452.73
55000.0,16347.26,1401.88,Micro,193398.95
59000.0,24118.62,4750.73,Micro,213912.54
63000.0,14021.66,2265.04,Nano,226196.06
59000.0,24996.56,7915.97,Nano,206993.42
54000.0,27341.82,5530.7,Mega,188944.88
31000.0,11163.1,2308.97,Micro,105850.72
42000.0,6888.97,1847.12,Micro,151067.75
41000.0,5526.39,482.57,Micro,147427.7
10000.0,6090.84,1417.02,Macro,37338.77
81000.0,27931.15,4884.05,Micro,284710.17
56000.0,20847.35,4647.69,Mega,202392.12
91000.0,29894.38,5836.86,Macro,324781.06
75000.0,31439.61,5037.08,Micro,258312.73
16000.0,1342.91,2244.92,Mega,55677.69
50000.0,10702.5,3106.18,Nano,181483.98
17000.0,9736.33,598.56,Micro,53749.71
53000.0,17318.0,3417.84,Mega,185487.55
45000.0,11707.94,3509.53,Nano,166624.82
74000.0,22679.6,3535.07,Mega,259915.93
92000.0,25052.27,7118.75,Micro,333018.51
64000.0,22851.41,667.17,Micro,221544.49
18000.0,7022.07,289.6,Micro,61846.75
11000.0,6244.16,759.35,Macro,42196.11
42000.0,11759.25,5010.34,Mega,147859.81
82000.0,28879.55,832.75,Micro,287861.31
24000.0,6816.99,3927.8,Macro,90572.97
28000.0,4140.97,2501.2,Macro,97136.87
31000.0,9954.12,3674.95,Mega,107214.08
83000.0,32566.47,5179.91,Nano,295781.83
100000.0,33331.71,6057.54,Macro,355893.48
42000.0,12811.37,2234.52,Mega,150528.84
59000.0,16976.45,4517.27,Nano,208111.93
31000.0,14953.48,48.02,Micro,109541.12
87000.0,27148.48,1178.33,Micro,308233.43
32000.0,25486.27,4172.27,Mega,115339.62
80000.0,29351.13,5061.33,Nano,287899.34
53000.0,15467.61,3337.65,Mega,191399.51
81000.0,28105.21,5059.69,Micro,282769.28
20000.0,8529.03,4146.16,Macro,76285.3
74000.0,24556.06,3088.86,Mega,260014.31
15000.0,12094.01,1192.83,Mega,54927.69
15000.0,13128.82,2864.04,Macro,51854.63
82000.0,27874.59,2319.35,Micro,287786.16
37000.0,12709.24,4638.51,Macro,129637.16
55000.0,14491.81,3340.07,Mega,195951.43
22000.0,8781.47,5393.66,Mega,76399.33
78000.0,26466.83,3613.32,Macro,280498.25
14000.0,1173.47,1042.34,Nano,54059.61
13000.0,2320.13,982.35,Micro,49430.55
83000.0,31671.89,3754.57,Micro,296638.69
29000.0,19647.63,856.13,Mega,105830.13
33000.0,21121.99,5403.3,Nano,119559.13
91000.0,32533.13,5651.04,Micro,319929.94
48000.0,26550.7,6375.07,Macro,173870.02
74000.0,24317.72,5292.84,Mega,265522.51
47000.0,12131.86,2877.69,Macro,166750.69
65000.0,16257.73,3206.35,Nano,231657.47
43000.0,26159.18,5231.82,Mega,152081.31
68000.0,20316.85,2650.21,Nano,238778.29
54000.0,17136.26,3315.39,Nano,190214.33
33000.0,5809.82,1228.69,Mega,112811.07
89000.0,32426.27,5848.85,Nano,319503.45
77000.0,17666.09,1874.09,Macro,275675.28
20000.0,8178.45,768.76,Micro,74809.42
55000.0,17463.09,4017.84,Nano,202978.0
35000.0,14078.35,1116.86,Mega,121215.8
30000.0,10786.0,476.18,Nano,107756.17
46000.0,12454.3,2053.71,Mega,171108.34
19000.0,4718.76,1231.21,Nano,71687.78
73000.0,15958.31,3916.94,Nano,259254.78
41000.0,16688.3,4329.4,Macro,144353.91
18000.0,8202.8,104.49,Mega,64167.85
41000.0,20378.55,3688.39,Mega,145408.25
94000.0,35773.69,2094.51,Nano,332922.74
60000.0,26916.41,5854.13,Nano,215855.01
15000.0,13560.13,3317.59,Mega,54254.37
83000.0,30594.81,4644.49,Mega,294980.64
24000.0,23861.29,6666.1,Macro,83229.88
49000.0,17979.29,1427.13,Micro,176948.35
48000.0,14964.39,29.69,Mega,172705.14
96000.0,25185.16,5737.25,Micro,344544.22
83000.0,30056.61,4918.53,Macro,297358.96
62000.0,29010.73,3913.41,Macro,219235.24
43000.0,12212.16,3794.75,Micro,151408.63
30000.0,6374.57,2643.27,Mega,108441.9
48000.0,16382.46,4722.28,Micro,170168.41
36000.0,14775.98,8008.03,Mega,124165.91
25000.0,981.14,1377.66,Nano,92302.43
35000.0,19156.5,3724.76,Macro,130478.75
12000.0,9359.06,5249.31,Mega,46287.56
65000.0,23907.96,2558.25,Macro,234181.45
54000.0,25985.86,5632.78,Macro,192520.49
66000.0,18451.22,5734.66,Macro,237635.75
25000.0,965.16,2585.39,Nano,85234.26
45000.0,17486.2,2355.67,Micro,160085.9
89000.0,29617.55,4126.55,Micro,312550.05
36000.0,19403.85,3950.26,Micro,128580.08
33000.0,18648.77,2010.87,Nano,115084.98
45000.0,13665.91,1506.38,Mega,158864.76
68000.0,18167.83,7064.56,Macro,244865.92
63000.0,20343.6,2500.26,Macro,228647.69
35000.0,5926.63,2135.84,Mega,124079.43
84000.0,23672.61,3107.65,Micro,298903.3
96000.0,25060.95,8261.17,Micro,338015.54
45000.0,14190.71,3321.54,Nano,159727.98
60000.0,24192.99,8827.69,Micro,209902.84
52000.0,18405.48,4588.63,Micro,182230.11
73000.0,18810.71,3011.66,Macro,262496.25
15000.0,4649.78,2389.72,Macro,53430.8
69000.0,21915.04,1356.27,Micro,245810.22
99000.0,44861.3,8579.32,Macro,355148.08
16000.0,2724.76,1034.83,Micro,57629.38
65000.0,15609.66,6728.21,Nano,233514.2
79000.0,31429.73,3255.13,Mega,280610.47
44000.0,12770.32,2776.05,Macro,155367.67
42000.0,15793.33,1878.8,Macro,148790.26
22000.0,11784.93,9.09,Nano,80962.31
42000.0,8342.33,4017.46,Nano,155179.46
62000.0,23553.3,5892.93,Macro,219548.51
23000.0,7956.17,912.08,Nano,83036.2
89000.0,34213.98,4786.46,Macro,318711.73
67000.0,27114.03,2646.6,Macro,236028.78
94000.0,37475.2,6093.51,Macro,334060.93
50000.0,10374.47,4329.79,Mega,176586.2
96000.0,37006.49,7150.1,Mega,343320.48
86000.0,32608.3,4793.07,Mega,306082.84
66000.0,20154.41,3502.21,Micro,236001.64
60000.0,26097.28,1525.98,Nano,217229.31
59000.0,16843.66,1582.1,Micro,207189.31
63000.0,21401.58,2332.84,Nano,221285.0
61000.0,16134.96,3038.42,Macro,216015.76
54000.0,10867.07,2932.96,Nano,198521.41
80000.0,26454.67,7956.07,Nano,279180.27
51000.0,17898.43,925.63,Micro,179930.6
56000.0,25325.63,2071.34,Macro,203423.12
100000.0,39523.25,9351.92,Micro,355949.98
47000.0,13943.13,6153.94,Nano,169714.93
55000.0,25731.39,3820.39,Micro,193000.39
20000.0,12354.06,4355.86,Macro,72208.76
89000.0,25895.09,2400.94,Nano,315479.05
30000.0,6334.38,795.48,Mega,102573.64
54000.0,23745.6,3850.86,Macro,187491.38
66000.0,12057.04,3722.75,Macro,236756.79
55000.0,10115.34,2922.21,Mega,191272.54
78000.0,29713.45,5312.68,Nano,271126.01
53000.0,17040.16,3156.62,Macro,190459.6
96000.0,22451.02,1115.81,Nano,344934.2
44000.0,8517.66,443.22,Mega,153055.25
65000.0,19809.94,6390.37,Macro,232327.34
41000.0,10711.51,1080.98,Micro,139630.36
68000.0,26113.63,2738.41,Mega,239788.76
67000.0,15840.89,5144.71,Macro,238845.91
87000.0,28655.22,4327.04,Mega,306949.98
69000.0,19656.53,3380.06,Mega,245094.43
64000.0,24597.46,7320.93,Nano,231268.35
61000.0,27022.86,2957.68,Macro,218367.58
97000.0,26745.17,8197.65,Micro,344687.17
89000.0,37376.2,2616.11,Nano,314554.99
46000.0,12563.88,5640.95,Macro,169403.57
25000.0,3894.42,1756.19,Micro,87352.49
80000.0,24170.0,3535.18,Macro,286030.04
31000.0,9246.98,2709.76,Mega,109075.0
74000.0,29661.61,6605.58,Mega,264240.22
76000.0,19862.22,2198.5,Nano,269441.7
70000.0,14868.19,5769.51,Micro,245765.93
48000.0,22610.3,3849.71,Nano,169138.76
30000.0,9820.6,3392.01,Mega,104191.86
25000.0,12540.18,1757.87,Nano,90331.84
73000.0,29588.01,5256.75,Macro,262882.38
50000.0,16073.92,2133.29,Micro,176445.49
43000.0,5531.8,738.54,Macro,150831.36
73000.0,21291.86,4094.0,Mega,258143.55
84000.0,23977.72,4967.36,Micro,299748.58
28000.0,9969.77,5801.15,Macro,101386.12
43000.0,16566.16,3758.38,Mega,159537.25
74000.0,31100.28,4276.77,Nano,263910.63
65000.0,23378.74,496.56,Mega,240271.68
37000.0,2321.75,1763.9,Nano,129815.86
43000.0,14503.55,5540.17,Macro,153105.03
65000.0,19438.55,1017.77,Macro,228820.98
10000.0,7951.31,5221.65,Mega,39159.97
58000.0,20061.96,2818.23,Mega,210302.45
87000.0,36605.37,9215.62,Nano,307935.83
84000.0,28044.44,3311.68,Micro,301138.57
42000.0,6699.75,2161.86,Mega,147922.85
64000.0,14238.47,455.45,Mega,227245.54
69000.0,19785.48,2708.75,Mega,244220.17
38000.0,10734.54,510.88,Nano,136590.28
62000.0,19801.5,7431.55,Micro,220364.74
35000.0,16176.11,2801.68,Mega,127059.56
38000.0,8937.95,801.88,Micro,134780.04
29000.0,8217.61,1975.59,Nano,103872.7
61000.0,23671.91,3362.02,Mega,217368.03
77000.0,29862.35,917.61,Macro,276173.66
74000.0,22361.4,2046.32,Nano,271234.82
74000.0,24711.08,793.26,Macro,262557.76
94000.0,24218.8,3462.43,Micro,336155.8
55000.0,22931.62,2019.96,Nano,195896.35
92000.0,33151.74,6429.61,Macro,329531.13
47000.0,16520.7,595.26,Micro,171732.33
36000.0,16583.48,710.4,Mega,128750.08
25000.0,1908.47,1922.72,Nano,90193.51
80000.0,29713.34,2221.6,Micro,283083.49
40000.0,8209.85,5633.47,Macro,142849.14
66000.0,24911.25,3124.26,Nano,236649.18
23000.0,6115.9,2001.03,Micro,80960.34
82000.0,17359.69,4361.82,Nano,295518.08
82000.0,23570.63,5577.01,Mega,286658.9
18000.0,767.38,514.44,Mega,66723.38
53000.0,20033.08,4304.45,Macro,190456.6
93000.0,29606.36,4534.05,Micro,331036.11
14000.0,5242.04,1379.92,Mega,49398.07
22000.0,16102.46,4881.43,Mega,74814.6
12000.0,8270.66,1837.37,Micro,43641.78
60000.0,23600.16,1991.32,Micro,209321.78
69000.0,23965.3,4494.19,Micro,244654.81
75000.0,20357.78,6382.53,Mega,269037.88
17000.0,10624.93,5604.88,Mega,62500.5
45000.0,25544.78,4020.04,Mega,153947.33
22000.0,1631.35,3584.06,Micro,79279.51
42000.0,20923.21,3350.24,Mega,154549.28
68000.0,13866.16,40.68,Micro,239762.73
74000.0,30967.51,13083.96,Mega,266757.2
65000.0,18506.52,4245.57,Mega,234159.66
75000.0,19123.02,1254.94,Mega,266507.99
24000.0,6155.12,1258.23,Micro,86583.22
48000.0,22655.04,5973.43,Mega,168778.55
18000.0,12094.42,487.39,Macro,64207.09
52000.0,31478.53,8214.62,Mega,184032.22
95000.0,36906.18,5525.36,Macro,335556.91
80000.0,27531.49,8330.08,Nano,281644.62
72000.0,25932.09,237.23,Mega,253966.03
27000.0,4174.46,233.59,Mega,90432.08
67000.0,21664.31,4774.57,Micro,239800.74
17000.0,16692.85,2123.01,Nano,58799.58
35000.0,14502.14,3448.79,Mega,125162.1
15000.0,13498.2,2084.05,Micro,53996.88
40000.0,15161.18,1608.33,Nano,141627.95
40000.0,19514.15,4048.58,Micro,140993.51
28000.0,4516.14,2922.55,Nano,100423.7
23000.0,6097.33,1785.86,Micro,80634.84
66000.0,29203.52,7078.86,Micro,237950.98
35000.0,16589.92,2529.49,Mega,118101.65
67000.0,17553.83,3392.16,Mega,237742.5
68000.0,23582.83,4234.53,Mega,241230.92
89000.0,19646.78,2399.58,Micro,314890.62
85000.0,31644.76,4339.36,Macro,301556.19
98000.0,17538.8,2351.62,Nano,342575.85
67000.0,22926.49,5522.95,Nano,237989.09
75000.0,26073.51,3421.47,Macro,269936.57
95000.0,30065.0,4960.87,Mega,341437.64
97000.0,37346.94,3515.73,Micro,348215.57
34000.0,4444.78,1415.73,Micro,121046.01
28000.0,10760.96,627.23,Micro,98360.75
51000.0,20120.91,3424.06,Nano,178520.79
41000.0,11211.92,5767.49,Micro,143122.4
59000.0,13994.73,5248.4,Micro,212348.92
12000.0,14332.48,653.01,Nano,43058.87
98000.0,34038.37,3568.0,Nano,349208.99
93000.0,25647.05,5124.38,Micro,334542.59
43000.0,13844.75,5092.25,Mega,156982.32
24000.0,14000.97,919.03,Nano,87567.52
38000.0,6353.39,2851.75,Micro,137731.74
95000.0,37817.6,4893.1,Mega,342196.85
50000.0,17478.61,6264.96,Micro,173853.69
28000.0,7109.08,272.96,Macro,105163.31
13000.0,4418.32,15.49,Nano,44870.53
80000.0,25723.96,4586.28,Mega,283975.97
21000.0,15221.78,2481.03,Macro,69014.77
30000.0,13942.64,2597.3,Macro,106613.13
53000.0,19741.43,1555.01,Micro,192110.63
85000.0,29383.21,5319.16,Macro,301004.57
11000.0,3634.93,1388.21,Macro,41021.31
38000.0,9479.73,386.66,Mega,131036.56
24000.0,5617.4,3243.77,Macro,89245.37
72000.0,23595.37,4882.77,Mega,257392.2
63000.0,21117.78,500.86,Macro,223870.45
59000.0,18590.67,1662.43,Micro,207718.1
13000.0,95.05,111.19,Nano,44179.45
95000.0,30465.23,8791.08,Mega,339376.07
90000.0,25697.89,4923.82,Mega,321719.82
55000.0,21806.48,2570.98,Macro,193559.83
91000.0,31174.33,5100.24,Micro,326074.47
95000.0,26642.84,6894.24,Macro,339902.1
36000.0,4215.08,2654.88,Micro,130285.44
21000.0,3108.36,1361.97,Mega,73428.38
83000.0,30644.97,6844.19,Micro,286098.17
55000.0,18586.37,2324.65,Mega,197708.58
55000.0,15241.26,3849.38,Mega,193101.44
99000.0,27614.23,3848.63,Micro,355914.73
21000.0,16056.54,3539.86,Micro,71910.44
43000.0,15096.39,5999.43,Mega,155818.05
54000.0,14967.24,840.08,Nano,187656.45
74000.0,19290.15,4359.48,Nano,266937.71
53000.0,25049.16,6471.1,Mega,189610.0
19000.0,8953.28,3287.14,Nano,69342.13
35000.0,15364.14,8140.87,Mega,128073.44
40000.0,13825.3,4073.5,Nano,139680.99
11000.0,7374.95,3609.16,Nano,33980.0
29000.0,8714.94,956.6,Macro,100286.51
63000.0,18072.95,4072.74,Mega,221539.64
38000.0,12367.43,2412.97,Micro,136770.96
68000.0,17742.24,2756.64,Mega,241545.38
87000.0,30991.0,5461.51,Micro,307344.05
70000.0,19866.46,1948.67,Micro,251241.49
94000.0,34440.56,5361.41,Micro,329014.93
58000.0,21590.95,5880.67,Nano,208740.33
90000.0,29558.0,3425.63,Macro,316816.65
44000.0,10014.75,2056.04,Nano,154496.23
58000.0,20502.78,2798.56,Nano,203412.76
80000.0,36088.42,6192.08,Micro,278389.12
38000.0,14815.14,6190.34,Mega,135216.52
68000.0,18968.55,3658.66,Macro,238599.75
40000.0,14685.25,1862.29,Micro,140531.25
22000.0,5920.99,4016.22,Mega,79152.35
77000.0,26932.39,1123.16,Mega,269618.39
60000.0,26004.35,2260.04,Mega,210242.95
89000.0,29917.88,7203.81,Mega,322521.99
56000.0,20895.99,2781.97,Micro,199556.66
46000.0,10357.52,6720.74,Macro,161899.22
41000.0,11740.89,1639.61,Mega,144565.71
69000.0,23744.11,5035.55,Nano,244375.48
36000.0,19229.5,3440.34,Micro,130555.11
38000.0,12938.74,763.28,Macro,134915.84
22000.0,11589.38,1271.97,Macro,75269.94
13000.0,4217.29,150.64,Nano,46757.66
32000.0,7070.62,2235.48,Nano,109941.64
83000.0,24740.86,5191.62,Macro,289189.09
15000.0,3496.29,3055.32,Mega,49062.85
26000.0,6632.05,1415.37,Macro,95141.29
68000.0,30724.04,7606.63,Micro,237648.11
99000.0,31835.38,7836.5,Mega,354736.67
74000.0,17418.29,483.53,Micro,263548.75
40000.0,22158.93,1900.72,Mega,138113.81
48000.0,13255.88,879.22,Mega,174433.53
24000.0,7565.57,3761.23,Nano,84800.07
21000.0,8648.68,6921.29,Nano,73541.33
93000.0,21696.84,2925.12,Nano,330552.3
50000.0,16968.04,3494.95,Mega,178128.76
30000.0,10308.88,1221.52,Macro,106471.53
18000.0,11983.23,1622.75,Macro,60986.9
61000.0,21376.65,5541.44,Micro,214290.92
57000.0,24122.22,5012.81,Macro,205361.68
89000.0,25768.58,4213.17,Nano,320405.14
97000.0,27514.49,5630.37,Mega,347766.02
98000.0,31349.01,7638.37,Micro,350568.06
52000.0,10652.2,819.96,Macro,184159.7
50000.0,16669.52,4302.8,Macro,177797.88
87000.0,30203.64,9267.8,Micro,305636.22
96000.0,36926.25,8933.15,Micro,336436.56
83000.0,32191.93,4530.12,Macro,293065.59
29000.0,12058.21,2638.57,Nano,101255.98
74000.0,20427.05,6319.06,Macro,261931.45
75000.0,22302.98,5177.04,Macro,268767.54
72000.0,25907.12,4715.78,Micro,260169.67
13000.0,1825.47,1445.95,Macro,49090.89
42000.0,12972.34,4980.15,Mega,148956.55
12000.0,7759.46,3181.06,Mega,44338.81
71000.0,23357.85,4385.04,Macro,250360.86
89000.0,40028.69,8219.31,Micro,313914.92
40000.0,13946.66,2117.29,Macro,138023.96
88000.0,34493.47,5891.36,Nano,311682.55
47000.0,8321.26,2224.66,Mega,164715.86
86000.0,31989.79,4802.36,Mega,303318.84
10000.0,9848.34,3852.18,Micro,36574.91
60000.0,27286.77,4912.13,Mega,216626.33
69000.0,18074.0,7332.93,Mega,249058.1
88000.0,25621.27,4608.97,Mega,312559.54
88000.0,24871.44,3514.42,Mega,313001.26
70000.0,23988.39,3972.95,Micro,249683.97
54000.0,19401.78,3531.38,Mega,196830.9
13000.0,1685.99,1511.99,Nano,49080.14
68000.0,29435.18,3224.93,Micro,240191.88
100000.0,28189.02,7089.47,Macro,351075.96
99000.0,29460.9,3652.06,Nano,352688.66
36000.0,9430.65,1800.42,Mega,126681.35
91000.0,25727.82,1843.73,Micro,323992.52
76000.0,26119.45,2807.86,Micro,274127.08
62000.0,22511.18,5611.98,Macro,217570.26
10000.0,2609.14,2819.62,Micro,38767.76
15000.0,3290.24,2496.8,Macro,54257.55
86000.0,24318.04,4732.21,Mega,301588.15
74000.0,22336.91,3305.11,Nano,260465.26
56000.0,18732.09,5045.61,Macro,195768.01
58000.0,13023.69,2801.24,Mega,202876.16
64000.0,17739.14,7069.54,Mega,229302.55
15000.0,4490.23,3840.35,Macro,56725.57
15000.0,987.43,1921.88,Nano,50353.37
45000.0,19269.95,2345.69,Micro,154823.65
80000.0,32873.0,3930.69,Macro,286104.72
35000.0,16299.76,58.39,Macro,124029.38
71000.0,18532.16,2698.18,Nano,246810.98
80000.0,21827.02,1183.16,Macro,284293.47
38000.0,2589.3,4232.25,Macro,138102.77
32000.0,17631.31,5079.57,Micro,114659.1
43000.0,14866.36,1188.06,Micro,151773.62
98000.0,28937.49,5478.69,Mega,341530.51
40000.0,7646.08,2037.29,Micro,141594.06
85000.0,19843.98,1989.41,Nano,302865.07
44000.0,15990.54,2975.99,Mega,157303.69
20000.0,7924.26,1392.12,Mega,72906.78
98000.0,32216.29,5011.83,Mega,346207.05
77000.0,27143.71,5714.89,Macro,271363.42
77000.0,24188.54,5133.8,Micro,280549.7
90000.0,26321.04,4477.03,Mega,325782.99
38000.0,8781.97,3023.61,Nano,131734.01
61000.0,19568.68,4721.14,Micro,214050.52
100000.0,31632.32,6437.84,Mega,351865.61
66000.0,23348.51,1951.88,Nano,235167.86
79000.0,20475.57,4375.1,Nano,276546.51
85000.0,30206.96,8387.59,Macro,297840.69
31000.0,417.44,1904.98,Macro,111394.03
58000.0,22869.18,6281.66,Nano,208923.08
21000.0,15772.76,1943.86,Nano,70434.34
91000.0,34151.01,7847.44,Micro,329758.56
27000.0,2400.93,1783.29,Nano,95822.1
30000.0,10890.04,3371.9,Mega,104408.19
79000.0,21046.42,4585.3,Micro,279000.21
80000.0,29630.69,7527.31,Nano,285720.92
39000.0,16532.47,1140.11,Mega,135102.79
36000.0,11335.44,147.56,Micro,134956.48
51000.0,20083.11,3352.91,Macro,183574.76
23000.0,12668.74,2059.28,Macro,82446.44
32000.0,11591.54,1284.59,Macro,115614.31
30000.0,15523.9,2819.39,Macro,104039.75
62000.0,24482.64,3483.94,Macro,222803.56
81000.0,36123.13,4584.25,Mega,289653.41
56000.0,23965.74,6276.64,Micro,197944.95
92000.0,37097.2,5853.24,Micro,325258.37
13000.0,2528.95,1071.3,Mega,44474.79
84000.0,23490.99,6384.88,Macro,300411.97
85000.0,28160.13,5626.38,Micro,303147.12
75000.0,19532.26,3961.23,Micro,268489.24
41000.0,11401.08,5818.7,Nano,145416.85
71000.0,25766.14,4752.51,Macro,256223.6
28000.0,10372.65,2055.38,Macro,97558.71
46000.0,10178.76,774.72,Micro,162075.26
34000.0,6508.5,278.44,Macro,121029.77
27000.0,7772.64,26.54,Micro,91739.14
30000.0,13417.26,6440.22,Micro,102653.17
95000.0,33333.66,6909.88,Micro,343089.79
34000.0,13972.82,1019.28,Mega,122689.54
20000.0,1969.92,236.86,Nano,72176.99
86000.0,26940.96,6458.13,Macro,306435.18
38000.0,7154.54,928.59,Nano,134792.29
66000.0,18141.45,6395.81,Macro,240291.4
25000.0,5573.78,880.54,Nano,85234.27
44000.0,16083.48,1731.77,Macro,152167.95
61000.0,10384.78,2257.49,Nano,223678.59
69000.0,34178.61,5927.94,Nano,240035.02
76000.0,31574.43,5668.19,Mega,273042.52
89000.0,30980.93,4599.57,Nano,318045.21
11000.0,1877.36,1318.66,Micro,36971.82
88000.0,26808.0,5019.69,Nano,314657.13
27000.0,5176.45,3561.28,Nano,100145.86
65000.0,20464.93,4853.31,Micro,230517.95
48000.0,21503.94,4735.4,Mega,168056.49
48000.0,7639.38,25.41,Mega,171001.57
46000.0,15498.16,170.0,Macro,166983.31
10000.0,2197.71,1486.7,Mega,31402.26
66000.0,16366.03,1939.18,Macro,235066.98
42000.0,16582.42,2233.25,Nano,149892.07
71000.0,24044.24,3088.35,Mega,247780.6
51000.0,24646.88,6444.05,Micro,189498.47
81000.0,32006.21,5572.24,Nano,287960.94
10000.0,5139.77,4751.06,Nano,38051.64
21000.0,9687.8,3394.48,Nano,78448.92
83000.0,20726.21,4608.83,Nano,292366.43
96000.0,27151.07,3544.25,Macro,337943.05
83000.0,24574.64,6190.65,Macro,293263.51
84000.0,27817.58,6171.06,Micro,298322.48
56000.0,11872.75,2349.05,Nano,201742.01
82000.0,25518.06,2738.88,Mega,288530.58
45000.0,17943.59,169.79,Macro,158764.74
21000.0,6397.65,151.22,Nano,70770.51
45000.0,10843.36,1303.21,Micro,156867.96
18000.0,5104.03,2428.5,Micro,60266.16
42000.0,8898.19,2816.42,Macro,144075.33
36000.0,5363.57,899.46,Mega,127664.7
38000.0,19201.98,2827.45,Mega,131752.34
55000.0,19722.04,4378.78,Micro,195561.48
61000.0,20914.1,1168.95,Micro,221388.68
67000.0,18897.64,4219.2,Micro,242930.88
96000.0,33956.07,7224.47,Mega,344250.47
74000.0,25360.71,3636.62,Micro,260104.09
54000.0,24820.51,3394.68,Micro,191042.47
64000.0,16077.64,2392.24,Mega,224515.54
37000.0,15408.77,1935.1,Macro,133611.41
55000.0,20835.04,3654.61,Mega,199521.6
28000.0,8907.13,3911.82,Nano,101311.66
58000.0,20924.88,6059.81,Micro,207310.64
44000.0,8447.03,1086.84,Mega,164238.95
74000.0,23420.13,2281.38,Nano,262598.64
49000.0,15610.22,3431.27,Mega,175962.85
17000.0,1619.1,2938.54,Macro,57900.89
92000.0,27074.33,7765.01,Micro,326682.21
45000.0,12224.54,6078.84,Nano,159171.0
40000.0,20135.39,4956.79,Micro,142743.8
49000.0,13856.87,150.05,Nano,173756.5
89000.0,34723.55,6137.64,Macro,315234.45
67000.0,28631.17,9072.55,Mega,238419.77
40000.0,18810.43,847.6,Macro,139870.74
88000.0,20583.13,3181.66,Macro,312271.32
14000.0,6082.04,1154.43,Nano,49044.9
42000.0,6180.15,1886.43,Micro,145265.81
38000.0,12905.77,90.81,Micro,136244.52
56000.0,12978.56,1005.7,Macro,204376.41
55000.0,15766.98,3123.58,Nano,197731.27
84000.0,27645.23,5916.65,Nano,300924.19
85000.0,30354.65,7753.12,Micro,305612.06
67000.0,25582.81,4020.77,Macro,238603.07
17000.0,7197.85,1394.33,Nano,59495.16
22000.0,15126.47,3792.19,Nano,86803.96
10000.0,5040.12,704.36,Mega,36860.56
96000.0,27252.91,3938.1,Nano,341912.42
39000.0,14378.57,241.24,Macro,141112.01
64000.0,22816.92,6280.74,Micro,226590.17
60000.0,13098.53,5210.83,Micro,215583.36
55000.0,12370.95,918.58,Micro,194628.78
57000.0,23742.42,2585.25,Micro,206479.83
56000.0,11221.7,1626.54,Macro,200347.42
45000.0,14178.01,3769.63,Mega,158539.39
12000.0,6636.05,838.32,Micro,43428.26
20000.0,345.73,787.33,Micro,71318.65
92000.0,26866.27,5435.4,Micro,328443.79
22000.0,4477.49,1528.47,Nano,71645.59
70000.0,22858.24,6146.32,Macro,248050.62
58000.0,16776.5,471.0,Nano,210880.93
46000.0,15502.56,4694.88,Macro,161782.64
43000.0,15513.08,1626.38,Mega,155041.24
63000.0,22176.57,7680.73,Macro,223423.65
47000.0,9961.82,4068.03,Macro,164214.74
65000.0,22063.4,3577.57,Micro,229252.24
49000.0,8208.26,4305.74,Mega,172960.98
15000.0,8592.1,4880.31,Mega,54884.92
27000.0,9406.94,4527.24,Micro,96751.23
86000.0,20662.69,2867.55,Macro,312434.01
98000.0,34220.11,4474.84,Mega,350727.53
24000.0,5117.51,2209.7,Mega,83751.48
13000.0,4782.5,1413.94,Micro,46901.98
16000.0,2075.97,1435.04,Micro,52415.12
23000.0,12057.16,1448.22,Mega,84120.21
43000.0,14743.16,5086.1,Micro,152601.88
71000.0,26231.46,3893.3,Nano,252853.73
18000.0,1056.11,748.77,Micro,62498.08
95000.0,35168.12,6795.15,Mega,345003.03
74000.0,28117.0,5894.17,Micro,260181.05
85000.0,32270.83,1256.19,Nano,300048.67
27000.0,8643.65,3579.15,Mega,99479.88
24000.0,848.26,1592.57,Nano,83771.57
64000.0,14604.65,1769.48,Nano,220304.75
40000.0,10487.45,2202.96,Micro,142612.7
63000.0,17987.94,3817.06,Micro,222909.62
