,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,genre
36025,65.0,0.135,0.7559999999999999,246893.0,0.415,0.0,0.14400000000000002,-14.429,0.0555,96.99,0.68,1
36652,48.0,0.00599,0.644,194107.0,0.9129999999999999,0.602,0.311,-3.04,0.0316,100.014,0.574,1
35738,55.0,0.0934,0.602,248000.0,0.493,0.00251,0.28,-17.899,0.0279,101.941,0.505,1
39587,57.0,0.000126,0.626,188600.0,0.7909999999999999,0.0219,0.439,-2.734,0.0721,133.204,0.433,1
38279,68.0,0.021,0.424,254533.0,0.632,0.0117,0.0545,-7.2429999999999986,0.0922,97.694,0.35600000000000004,1
36625,63.0,0.0008410000000000001,0.65,225947.0,0.903,0.0003509999999999,0.122,-3.677,0.0314,121.896,0.409,1
38140,54.0,0.141,0.535,224960.0,0.8029999999999999,0.0,0.297,-4.1160000000000005,0.0465,147.90200000000002,0.342,1
37694,70.0,0.00018,0.546,207213.0,0.9590000000000001,0.00144,0.0584,-4.664,0.0819999999999999,127.831,0.41600000000000004,1
37712,61.0,0.159,0.674,217387.0,0.705,6.11e-06,0.106,-7.516,0.0259,95.99,0.635,1
35302,53.0,0.0054,0.556,207040.0,0.7020000000000001,0.0,0.218,-5.792000000000002,0.0423,132.33,0.452,1
37344,62.0,0.727,0.73,163093.0,0.504,0.0,0.14300000000000002,-11.686,0.0481,126.28200000000001,0.883,1
35658,70.0,0.0823,0.7909999999999999,214880.0,0.759,4.44e-05,0.0993,-5.67,0.037000000000000005,124.725,0.917,1
38779,58.0,0.00059,0.594,218720.0,0.858,3.11e-06,0.0642,-4.3389999999999995,0.0387,138.02100000000002,0.6629999999999999,1
36260,56.0,0.375,0.677,255040.0,0.4029999999999999,0.000269,0.0594,-9.457,0.0291,119.95296059529068,0.568,1
39525,66.0,0.0008210000000000001,0.389,189707.0,0.748,0.00058,0.358,-4.461,0.0805,119.95296059529068,0.21600000000000003,1
35235,53.0,0.00028900000000000003,0.44,221459.0,0.74,0.000543,0.13,-6.4220000000000015,0.0376,162.095,0.337,1
38281,53.0,0.222,0.474,352907.0,0.382,0.0195,0.149,-13.290999999999999,0.0252,80.8,0.69,1
38235,66.0,0.318,0.695,215853.0,0.731,0.0,0.14300000000000002,-2.15,0.034,122.522,0.49700000000000005,1
35696,50.0,0.0012699999999999,0.41,183147.0,0.9790000000000001,0.0125,0.355,-5.021,0.106,146.741,0.478,1
37759,67.0,0.0014,0.47600000000000003,202053.0,0.9790000000000001,0.0072900000000000005,0.0944,-3.5060000000000002,0.132,140.404,0.41600000000000004,1
39868,51.0,0.337,0.563,211573.0,0.49700000000000005,0.0027300000000000002,0.162,-7.595,0.0351,169.977,0.561,1
35974,55.0,0.4589999999999999,0.657,210747.0,0.69,0.0,0.122,-6.8660000000000005,0.0298,112.014,0.573,1
35638,57.0,0.9790000000000001,0.405,245040.0,0.152,9.070000000000001e-05,0.10400000000000001,-13.901,0.0395,61.34,0.3829999999999999,1
39097,55.0,0.0674,0.43200000000000005,-1.0,0.612,1.34e-06,0.111,-6.871,0.0285,89.995,0.113,1
39082,68.0,0.12,0.665,169000.0,0.782,4.19e-06,0.125,-8.437999999999999,0.0307,137.453,0.731,1
36326,75.0,0.0144,0.526,195200.0,0.862,0.0597,0.2289999999999999,-6.002999999999999,0.0905,90.052,0.528,1
36836,61.0,0.00987,0.6779999999999999,268093.0,0.53,0.00027400000000000005,0.0437,-8.515,0.024,91.779,0.6779999999999999,1
37183,62.0,0.0244,0.564,168094.0,0.6679999999999999,1.15e-05,0.168,-6.5779999999999985,0.0442,79.99,0.32,1
36422,70.0,0.0354,0.526,193773.0,0.8009999999999999,3.17e-06,0.0637,-3.717,0.0393,172.024,0.769,1
36787,68.0,0.126,0.49700000000000005,187896.0,0.914,1.98e-05,0.2739999999999999,-4.308,0.0455,148.893,0.385,1
39720,61.0,0.698,0.285,238076.0,0.371,0.00392,0.10400000000000001,-6.832999999999998,0.0295,154.989,0.37200000000000005,1
39706,69.0,0.00197,0.35200000000000004,-1.0,0.912,0.0,0.193,-4.253,0.0725,166.795,0.35100000000000003,1
39123,58.0,0.34,0.508,296427.0,0.638,3.2e-05,0.0769,-4.671,0.0278,119.95296059529068,0.484,1
36657,53.0,0.0248,0.574,182320.0,0.701,3.12e-05,0.313,-6.0379999999999985,0.0572,145.069,0.25,1
36488,52.0,0.278,0.542,286440.0,0.924,0.000437,0.0825,-2.428,0.0829,82.666,0.6859999999999999,1
37280,62.0,0.0812,0.56,230800.0,0.7979999999999999,1.54e-06,0.327,-6.6720000000000015,0.0316,124.397,0.675,1
35882,64.0,0.0001629999999999,0.408,196947.0,0.8170000000000001,0.03,0.4029999999999999,-4.59,0.0759,119.95296059529068,0.28800000000000003,1
38530,51.0,0.147,0.44,201076.0,0.649,0.0,0.105,-8.465,0.0925,187.783,0.405,1
37021,56.0,0.158,0.66,158800.0,0.557,0.0,0.5429999999999999,-9.597000000000001,0.03,110.743,0.7879999999999999,1
35431,77.0,0.1669999999999999,0.491,189187.0,0.867,0.0,0.4579999999999999,-2.313,0.10300000000000001,167.965,0.602,1
35631,68.0,0.465,0.195,269107.0,0.483,0.49700000000000005,0.0686,-4.9910000000000005,0.03,84.71,0.17300000000000001,1
36594,53.0,0.0355,0.327,207640.0,0.948,0.515,0.126,-4.355,0.0711,177.328,0.469,1
37228,24.0,0.00633,0.606,186627.0,0.8,9.04e-06,0.506,-4.194,0.0271,130.006,0.691,1
37222,56.0,0.00134,0.684,215880.0,0.992,0.0,0.878,-1.893,0.0748,133.963,0.757,1
39488,55.0,0.0152,0.63,212600.0,0.691,0.0,0.303,-4.334,0.0312,93.014,0.261,1
36490,58.0,0.049,0.47700000000000004,-1.0,0.672,0.0,0.355,-5.234,0.0306,139.864,0.263,1
36744,61.0,0.0725,0.6409999999999999,-1.0,0.792,0.513,0.175,-6.4529999999999985,0.0272,87.069,0.67,1
37485,50.0,0.64,0.6509999999999999,146240.0,0.7120000000000001,6.0899999999999996e-05,0.0738,-6.79,0.0429,82.961,0.804,1
37589,80.0,0.00293,0.442,181533.0,0.943,8.71e-06,0.091,-3.205,0.0602,85.064,0.7809999999999999,1
37898,68.0,0.00265,0.5529999999999999,173320.0,0.917,0.0099099999999999,0.07,-8.806000000000003,0.0906,101.79799999999999,0.7809999999999999,1
35154,63.0,0.000973,0.647,217493.0,0.71,0.703,0.0777,-4.692,0.0289999999999999,110.059,0.268,1
35681,52.0,0.0126,0.626,180720.0,0.805,0.0,0.156,-5.81,0.0449,116.03,0.882,1
36266,63.0,0.0162,0.715,-1.0,0.6559999999999999,0.0005009999999999,0.0882,-6.154,0.0259,126.01,0.423,1
39922,61.0,0.006690000000000001,0.6,256467.0,0.614,0.0,0.166,-4.688,0.0885,121.965,0.341,1
35017,66.0,0.17300000000000001,0.68,190720.0,0.738,0.00036,0.37,-4.881,0.0331,105.015,0.675,1
36838,53.0,0.000377,0.138,257520.0,0.691,0.7859999999999999,0.0895,-7.976,0.0443,170.342,0.36,1
38253,55.0,0.000197,0.6559999999999999,345284.0,0.8640000000000001,0.107,0.281,-7.895,0.0414,93.197,0.617,1
36496,66.0,0.132,0.615,251333.0,0.5820000000000001,3.81e-05,0.11900000000000001,-10.323,0.0402,82.53200000000001,0.789,1
37732,58.0,0.22,0.7040000000000001,238267.0,0.528,0.35,0.14,-13.382,0.0358,117.47200000000001,0.73,1
38691,72.0,0.0422,0.48700000000000004,261280.0,0.382,4.74e-06,0.41100000000000003,-10.889000000000001,0.0309,116.557,0.7140000000000001,1
36429,66.0,0.0383,0.6679999999999999,231467.0,0.7390000000000001,0.0,0.13,-4.919,0.0308,131.918,0.5710000000000001,1
39610,61.0,0.0824,0.5710000000000001,226200.0,0.698,0.0037,0.2789999999999999,-5.056,0.0353,119.95296059529068,0.61,1
39600,54.0,0.18100000000000002,0.799,252693.0,0.665,0.136,0.125,-6.31,0.0455,89.49799999999999,0.7829999999999999,1
35736,54.0,0.0263,0.314,309640.0,0.9590000000000001,0.000148,0.161,-4.657,0.0908,154.221,0.49200000000000005,1
36236,57.0,0.00018,0.4479999999999999,203307.0,0.927,0.0067599999999999,0.0822,-3.2439999999999998,0.061,174.079,0.687,1
36639,64.0,0.34700000000000003,0.669,275507.0,0.7070000000000001,0.0007160000000000001,0.0997,-13.66,0.0478,124.335,0.8059999999999999,1
38941,63.0,0.7879999999999999,0.688,165733.0,0.711,2.64e-05,0.0683,-10.453,0.0832,152.27700000000002,0.935,1
36215,60.0,0.7190000000000001,0.34600000000000003,188184.0,0.637,2.0300000000000002e-05,0.263,-4.919,0.0403,186.83599999999998,0.297,1
38273,69.0,0.0416,0.341,255600.0,0.674,5.47e-06,0.345,-7.643,0.0492,88.93299999999999,0.452,1
36939,61.0,0.504,0.461,168920.0,0.7140000000000001,0.0171,0.684,-9.158999999999999,0.313,94.37200000000001,0.4539999999999999,1
35558,53.0,0.745,0.6970000000000001,145427.0,0.6759999999999999,0.0005110000000000001,0.263,-5.273,0.0436,119.95296059529068,0.705,1
35496,59.0,0.0312,0.473,312280.0,0.691,0.00404,0.147,-7.984,0.0248,119.95296059529068,0.42100000000000004,1
37967,58.0,0.0368,0.53,223400.0,0.741,0.0,0.402,-3.821,0.0296,75.012,0.424,1
37334,52.0,0.00101,0.565,213853.0,0.905,0.0,0.325,-3.575,0.057,126.01100000000001,0.684,1
37200,59.0,0.8190000000000001,0.64,227222.0,0.196,3.63e-05,0.0978,-11.478,0.0267,143.91899999999998,0.301,1
38069,51.0,0.035,0.35200000000000004,-1.0,0.8079999999999999,0.0,0.991,-8.097000000000001,0.0425,162.096,0.485,1
35662,69.0,0.0156,0.711,248640.0,0.924,0.0,0.114,-3.398,0.0282,108.03299999999999,0.912,1
37379,68.0,0.461,0.573,142787.0,0.6829999999999999,0.0,0.0935,-6.644,0.17600000000000002,169.519,0.8170000000000001,1
37230,76.0,0.209,0.667,207851.0,0.7979999999999999,0.015,0.0972,-5.935,0.0675,114.98100000000001,0.485,1
39269,62.0,0.006,0.4639999999999999,213173.0,0.797,0.000304,0.392,-5.244,0.0333,129.964,0.547,1
36175,60.0,0.648,0.4429999999999999,159394.0,0.489,0.424,0.131,-6.932,0.0348,124.031,0.0517,1
35137,58.0,0.669,0.741,142933.0,0.363,0.0,0.1169999999999999,-12.484000000000002,0.0335,123.26299999999999,0.8590000000000001,1
35476,62.0,0.00025,0.56,221000.0,0.9009999999999999,0.134,0.299,-4.481,0.032,132.009,0.807,1
38230,55.0,0.23800000000000002,0.593,204467.0,0.41,0.5870000000000001,0.1169999999999999,-9.722000000000001,0.0239,119.95296059529068,0.27,1
36410,59.0,0.395,0.439,-1.0,0.469,0.573,0.183,-9.283,0.0311,127.44,0.193,1
37881,69.0,0.0004559999999999,0.41200000000000003,227440.0,0.92,0.0026,0.11,-4.852,0.0575,93.162,0.455,1
39509,50.0,0.00199,0.612,206107.0,0.794,0.0,0.0776,-5.857,0.0377,130.025,0.48200000000000004,1
39697,57.0,0.008790000000000001,0.433,262867.0,0.815,0.0,0.138,-3.658,0.0771,125.35799999999999,0.461,1
37831,58.0,0.0107,0.434,201347.0,0.75,0.0,0.106,-3.53,0.0293,159.82399999999998,0.488,1
35292,66.0,0.0661,0.7390000000000001,194400.0,0.47100000000000003,9.779999999999999e-05,0.1159999999999999,-8.456,0.0436,90.00200000000001,0.31,1
36874,49.0,0.0269,0.7040000000000001,-1.0,0.589,0.11,0.154,-12.859000000000002,0.0315,128.80700000000002,0.789,1
38119,51.0,0.0011099999999999,0.298,197480.0,0.597,0.0,0.0819,-12.107000000000001,0.0343,180.43400000000003,0.536,1
38630,60.0,0.758,0.35,-1.0,0.293,8.21e-06,0.10400000000000001,-9.502,0.0258,96.685,0.162,1
37317,64.0,0.0537,0.628,201653.0,0.845,0.0,0.3779999999999999,-4.837,0.0398,115.999,0.8009999999999999,1
39928,68.0,6.57e-05,0.532,-1.0,0.889,0.0070599999999999,0.0943,-5.474,0.0543,93.994,0.508,1
36623,55.0,0.0658,0.514,253227.0,0.589,5.3400000000000004e-05,0.0862,-8.249,0.032,115.28299999999999,0.726,1
35999,66.0,0.165,0.589,-1.0,0.603,0.0,0.0687,-5.517,0.0435,76.874,0.456,1
36808,63.0,0.0032600000000000003,0.541,197800.0,0.9159999999999999,2.04e-06,0.0967,-5.9639999999999995,0.0612,156.015,0.627,1
37647,66.0,0.175,0.316,237026.0,0.86,4.92e-05,0.902,-5.038,0.0661,100.88799999999999,0.195,1
39807,74.0,0.0241,0.469,382834.0,0.537,0.00201,0.2689999999999999,-10.421,0.152,124.193,0.7829999999999999,1
38540,58.0,0.00235,0.3339999999999999,397768.0,0.8540000000000001,0.00114,0.158,-7.5310000000000015,0.0494,100.175,0.284,1
39836,65.0,0.000983,0.531,216067.0,0.855,0.0,0.0716,-4.95,0.0352,124.57799999999999,0.424,1
38916,57.0,0.298,0.40700000000000003,307263.0,0.41100000000000003,0.935,0.0956,-11.732999999999999,0.0347,100.01,0.0723,1
37112,55.0,0.0056,0.5770000000000001,200707.0,0.934,0.0,0.0484,-3.9989999999999997,0.128,137.003,0.54,1
38049,62.0,0.573,0.588,221187.0,0.382,3.3100000000000005e-05,0.1119999999999999,-8.821,0.036000000000000004,95.23899999999999,0.72,1
35421,62.0,0.3339999999999999,0.486,-1.0,0.565,0.00041,0.105,-5.655,0.0326,167.938,0.21,1
35982,55.0,0.0841,0.306,384467.0,0.639,0.0,0.371,-9.91,0.0336,149.686,0.293,1
37422,59.0,0.205,0.674,-1.0,0.892,0.0,0.6940000000000001,-3.7710000000000004,0.0293,114.04799999999999,0.889,1
35510,54.0,0.0727,0.609,-1.0,0.8759999999999999,6.96e-06,0.0778,-5.777,0.0438,152.043,0.39,1
39157,54.0,0.987,0.281,173400.0,0.369,0.9640000000000001,0.2739999999999999,-16.022000000000002,0.036000000000000004,76.155,0.21100000000000002,1
39260,65.0,0.000995,0.602,261560.0,0.755,0.0799,0.41200000000000003,-5.791,0.0397,135.042,0.6459999999999999,1
38946,50.0,0.614,0.7490000000000001,-1.0,0.24600000000000002,0.000138,0.0967,-12.847000000000001,0.0383,132.153,0.308,1
35419,57.0,0.312,0.605,-1.0,0.605,0.00511,0.0601,-7.722,0.0837,147.736,0.418,1
39153,61.0,0.3339999999999999,0.506,-1.0,0.526,0.000539,0.0907,-9.936,0.0285,129.641,0.591,1
36188,58.0,0.838,0.665,-1.0,0.253,0.0,0.168,-7.3260000000000005,0.0505,142.252,0.47700000000000004,1
35490,62.0,0.0182,0.3779999999999999,339493.0,0.596,1.1400000000000001e-05,0.14400000000000002,-5.4060000000000015,0.0323,135.968,0.172,1
35898,59.0,0.031,0.513,242667.0,0.77,0.0,0.198,-5.131,0.0277,119.95296059529068,0.8490000000000001,1
35810,57.0,0.5539999999999999,0.371,148253.0,0.7240000000000001,0.0,0.299,-9.792,0.0562,170.377,0.9159999999999999,1
35560,74.0,0.17600000000000002,0.7140000000000001,222227.0,0.735,0.0006219999999999,0.115,-7.125,0.0306,123.57,0.68,1
38830,60.0,1.3699999999999998e-05,0.511,252400.0,0.9520000000000001,0.00201,0.135,-4.243,0.0754,147.999,0.557,1
36202,51.0,0.000273,0.616,-1.0,0.985,0.000145,0.111,-1.598,0.0832,109.979,0.48700000000000004,1
39258,47.0,0.0038200000000000005,0.583,224720.0,0.9209999999999999,0.4589999999999999,0.226,-8.38,0.0697,125.98,0.222,1
39063,53.0,0.00613,0.6729999999999999,240899.0,0.722,0.0,0.2,-6.4639999999999995,0.0638,95.99700000000001,0.379,1
36298,65.0,0.114,0.491,-1.0,0.48200000000000004,2.78e-06,0.626,-6.564,0.0281,112.704,0.40700000000000003,1
37226,58.0,0.11800000000000001,0.6629999999999999,-1.0,0.48,0.00038700000000000003,0.165,-9.267000000000001,0.0245,95.912,0.218,1
38509,53.0,0.0093,0.3289999999999999,276132.0,0.6459999999999999,0.00469,0.1009999999999999,-6.9620000000000015,0.0283,173.97400000000002,0.47100000000000003,1
38659,54.0,0.00229,0.547,226200.0,0.932,0.0,0.335,-5.237,0.0968,134.981,0.513,1
39763,56.0,0.0601,0.5589999999999999,258693.0,0.3429999999999999,0.138,0.1,-13.072000000000001,0.0424,119.95296059529068,0.183,1
38011,54.0,0.267,0.467,303680.0,0.561,3.02e-06,0.132,-6.787000000000001,0.0262,81.303,0.493,1
37098,56.0,0.955,0.465,284867.0,0.242,0.0223,0.126,-10.46,0.0298,102.81200000000001,0.315,1
37192,53.0,0.0364,0.45,415600.0,0.341,0.0002839999999999,0.0405,-14.218,0.0327,118.78200000000001,0.366,1
38041,60.0,0.0007610000000000001,0.512,241627.0,0.9329999999999999,0.0,0.342,-4.7589999999999995,0.0738,92.99799999999999,0.465,1
38923,52.0,0.0249,0.494,256560.0,0.836,0.0,0.457,-4.327,0.0531,142.56,0.627,1
36277,56.0,0.259,0.534,233893.0,0.457,0.0004,0.203,-8.66,0.0266,140.798,0.271,1
35295,68.0,0.182,0.6609999999999999,266333.0,0.818,0.000995,0.0527,-5.9,0.0291,147.54399999999998,0.79,1
39832,58.0,0.171,0.518,303307.0,0.7440000000000001,7.63e-06,0.109,-7.106,0.0351,98.022,0.161,1
35257,48.0,0.161,0.48100000000000004,234274.0,0.5710000000000001,0.00494,0.35700000000000004,-8.582,0.0296,167.63400000000001,0.634,1
38250,54.0,0.000173,0.521,206000.0,0.919,0.00218,0.301,-3.1460000000000004,0.0475,131.726,0.746,1
35355,64.0,4.82e-06,0.55,252533.0,0.765,0.873,0.132,-8.684,0.0287,119.95296059529068,0.41700000000000004,1
36192,57.0,0.00013000000000000002,0.358,241547.0,0.92,0.0118,0.0765,-2.843,0.218,99.919,0.493,1
36966,61.0,0.00851,0.703,247829.0,0.785,0.0479,0.17800000000000002,-7.632999999999999,0.0459,105.85700000000001,0.5920000000000001,1
35427,58.0,0.318,0.49200000000000005,356947.0,0.9279999999999999,0.107,0.0873,-2.261,0.0495,127.995,0.312,1
35095,54.0,0.17300000000000001,0.8109999999999999,250909.0,0.47200000000000003,0.40700000000000003,0.0969,-13.446,0.0429,131.983,0.8220000000000001,1
38734,60.0,0.00798,0.562,185960.0,0.843,3.1e-05,0.1119999999999999,-4.238,0.0363,91.979,0.262,1
37241,55.0,0.425,0.705,-1.0,0.8109999999999999,6.15e-05,0.126,-5.2010000000000005,0.0285,91.97399999999999,0.519,1
35675,64.0,0.0879,0.428,228147.0,0.429,0.00041,0.168,-6.06,0.049,127.17299999999999,0.182,1
38045,52.0,0.0708,0.4579999999999999,208253.0,0.7509999999999999,0.0105,0.1689999999999999,-4.681,0.032,140.895,0.387,1
35031,62.0,0.0409999999999999,0.5760000000000001,266040.0,0.659,0.0,0.0587,-5.617000000000001,0.0383,94.853,0.7170000000000001,1
35434,50.0,0.2289999999999999,0.314,241360.0,0.483,0.0269,0.564,-8.365,0.0351,145.047,0.348,1
35688,67.0,0.0213,0.589,245000.0,0.614,0.165,0.31,-7.528,0.0426,119.837,0.318,1
39468,53.0,0.373,0.649,213528.0,0.7879999999999999,0.0,0.10800000000000001,-7.029,0.0532,119.95296059529068,0.736,1
38950,71.0,0.000332,0.305,206773.0,0.8320000000000001,2.4e-05,0.091,-7.981,0.0398,100.677,0.585,1
38528,49.0,0.5529999999999999,0.6809999999999999,265640.0,0.447,4.36e-06,0.122,-8.83,0.0477,99.41799999999999,0.746,1
36546,59.0,0.214,0.599,239613.0,0.8690000000000001,0.129,0.10800000000000001,-4.874,0.0277,90.088,0.637,1
37036,65.0,0.431,0.5660000000000001,233467.0,0.7659999999999999,0.0,0.1009999999999999,-5.0360000000000005,0.0399,119.95296059529068,0.547,1
37237,67.0,0.00238,0.23600000000000002,354393.0,0.84,0.204,0.303,-3.4539999999999997,0.0572,129.19,0.1889999999999999,1
39125,61.0,0.74,0.5710000000000001,233667.0,0.281,0.0,0.163,-10.56,0.0475,142.263,0.294,1
38240,72.0,0.605,0.669,231173.0,0.389,0.16,0.0905,-11.547,0.0306,130.015,0.649,1
35259,55.0,0.000138,0.547,243933.0,0.966,0.000659,0.312,-3.839,0.0452,114.053,0.532,1
36034,58.0,0.0091,0.6679999999999999,299640.0,0.8029999999999999,0.00182,0.5710000000000001,-11.282,0.0459,115.38600000000001,0.423,1
39397,59.0,0.00106,0.5820000000000001,-1.0,0.765,0.0506,0.344,-6.544,0.0376,128.164,0.528,1
38805,64.0,0.6940000000000001,0.61,217400.0,0.59,2.32e-06,0.15,-7.325,0.0362,137.838,0.35200000000000004,1
39315,61.0,0.0433,0.596,185030.0,0.7290000000000001,0.151,0.135,-5.82,0.0698,149.999,0.56,1
37514,70.0,0.00569,0.7240000000000001,163673.0,0.591,0.0249,0.0833,-5.6960000000000015,0.0677,107.944,0.633,1
37297,66.0,0.445,0.6609999999999999,180360.0,0.785,0.000266,0.0854,-5.622999999999998,0.0369,91.975,0.371,1
36328,59.0,0.00457,0.597,182653.0,0.733,0.0019100000000000002,0.501,-4.727,0.11,87.479,0.866,1
36555,56.0,0.0121,0.517,187267.0,0.743,0.0,0.166,-6.152,0.0807,150.134,0.371,1
39652,69.0,0.644,0.561,267253.0,0.337,8.79e-05,0.67,-9.272,0.0284,109.37299999999999,0.273,1
35320,79.0,0.57,0.65,180056.0,0.306,7.07e-06,0.0707,-9.443,0.0393,118.068,0.605,1
36247,58.0,0.0751,0.41100000000000003,-1.0,0.611,0.000221,0.0762,-4.7189999999999985,0.0298,140.002,0.138,1
37455,51.0,0.213,0.535,391320.0,0.551,8.72e-06,0.172,-9.99,0.0337,79.414,0.631,1
36583,66.0,0.129,0.64,195173.0,0.83,0.0,0.29,-5.43,0.0652,95.00399999999999,0.62,1
39630,73.0,0.615,0.467,320267.0,0.324,0.0248,0.11800000000000001,-10.450999999999999,0.0255,94.301,0.166,1
38121,52.0,0.386,0.691,256800.0,0.551,0.00115,0.223,-8.984,0.0389,93.979,0.654,1
35074,64.0,0.303,0.3989999999999999,445187.0,0.467,0.0186,0.124,-11.763,0.0284,119.95296059529068,0.525,1
35864,64.0,0.35,0.764,174627.0,0.6459999999999999,0.0,0.0823,-9.349,0.0305,116.115,0.8859999999999999,1
37758,62.0,9.620000000000001e-05,0.623,162293.0,0.983,0.0617,0.261,-3.548,0.151,134.975,0.271,1
36637,59.0,0.0017699999999999,0.568,197933.0,0.871,0.0004059999999999,0.36,-5.235,0.0494,133.064,0.693,1
36655,56.0,0.392,0.48200000000000004,323707.0,0.55,0.0208,0.111,-4.485,0.0267,114.435,0.353,1
38865,51.0,0.005370000000000001,0.507,231133.0,0.6859999999999999,0.0,0.124,-4.974,0.0401,119.95296059529068,0.389,1
38111,67.0,0.175,0.386,363114.0,0.562,9.17e-06,0.209,-4.363,0.03,72.945,0.228,1
36079,61.0,0.498,0.523,241507.0,0.366,0.0,0.094,-14.069,0.0331,142.814,0.29100000000000004,1
39006,66.0,0.106,0.66,200227.0,0.799,0.0,0.154,-4.644,0.0995,125.96600000000001,0.475,1
35792,55.0,0.475,0.581,151093.0,0.41,2.0399999999999998e-05,0.0746,-12.617,0.0303,129.175,0.6970000000000001,1
37610,65.0,0.527,0.773,264600.0,0.794,0.000354,0.113,-4.954,0.0326,101.14299999999999,0.907,1
38635,62.0,0.0513,0.395,211453.0,0.8959999999999999,0.00396,0.14,-4.262,0.0351,101.867,0.35,1
37126,60.0,0.212,0.6609999999999999,206520.0,0.743,2.04e-06,0.0981,-7.76,0.0334,106.045,0.897,1
36879,62.0,0.0208,0.575,249813.0,0.478,1.11e-05,0.14400000000000002,-5.517,0.0314,125.96799999999999,0.297,1
35816,57.0,0.0025399999999999,0.306,232533.0,0.985,0.626,0.13,-6.687,0.0822,133.963,0.255,1
35392,63.0,0.0414,0.325,153160.0,0.872,0.0,0.478,-2.535,0.1009999999999999,199.842,0.7440000000000001,1
37887,61.0,0.14800000000000002,0.701,462267.0,0.7879999999999999,0.625,0.0977,-5.6110000000000015,0.0425,142.584,0.795,1
36180,73.0,0.00024300000000000002,0.431,-1.0,0.914,0.0096,0.502,-4.243,0.0616,147.108,0.534,1
38202,55.0,0.17800000000000002,0.687,242347.0,0.6509999999999999,0.008790000000000001,0.149,-6.6960000000000015,0.0255,119.93700000000001,0.514,1
37628,75.0,0.0364,0.4539999999999999,212689.0,0.66,0.0,0.18100000000000002,-4.357,0.168,184.35299999999998,0.568,1
36356,53.0,0.00277,0.612,242773.0,0.6659999999999999,0.0,0.28600000000000003,-5.8660000000000005,0.0317,120.04799999999999,0.353,1
35415,62.0,0.0175,0.409,221093.0,0.7609999999999999,0.0,0.114,-4.5139999999999985,0.031,155.901,0.271,1
39217,63.0,3.2200000000000003e-05,0.47,215120.0,0.885,0.196,0.1689999999999999,-7.224,0.0354,138.153,0.79,1
35114,52.0,0.0070599999999999,0.5720000000000001,215080.0,0.868,0.0,0.121,-4.833,0.047,118.01100000000001,0.248,1
40000,65.0,0.171,0.444,145640.0,0.943,6.59e-06,0.297,-3.7239999999999998,0.10400000000000001,125.896,0.41100000000000003,1
38434,68.0,0.221,0.588,278441.0,0.301,0.00236,0.128,-14.979000000000001,0.0294,112.458,0.19,1
37814,67.0,0.000531,0.502,229928.0,0.685,1.61e-06,0.0923,-5.847,0.0283,81.978,0.574,1
37599,56.0,0.271,0.578,254493.0,0.738,0.0,0.0651,-4.109,0.0427,81.962,0.35200000000000004,1
37841,51.0,0.000488,0.488,187853.0,0.879,1.19e-06,0.14,-3.3289999999999997,0.0393,86.986,0.557,1
37377,66.0,0.188,0.69,190280.0,0.7979999999999999,0.0,0.111,-3.347,0.039,92.96700000000001,0.645,1
36240,53.0,0.0344,0.479,245333.0,0.718,0.0,0.282,-4.271,0.0368,149.576,0.3979999999999999,1
37151,59.0,0.31,0.47600000000000003,283133.0,0.331,2.82e-06,0.172,-14.884,0.0305,130.57399999999998,0.24,1
39980,59.0,0.000386,0.542,183480.0,0.9390000000000001,3.85e-06,0.0931,-4.166,0.0822,129.983,0.256,1
35604,55.0,0.16,0.525,257346.0,0.501,0.025,0.146,-14.192,0.0318,108.291,0.3329999999999999,1
36439,50.0,0.6659999999999999,0.624,369947.0,0.511,0.204,0.0662,-10.745999999999999,0.0281,144.049,0.713,1
40001,53.0,0.00358,0.765,460493.0,0.397,0.715,0.1169999999999999,-10.538,0.0359,123.89,0.15,1
35543,75.0,0.5820000000000001,0.6509999999999999,202920.0,0.708,0.0,0.0796,-4.791,0.0376,119.964,0.5579999999999999,1
35726,52.0,0.10800000000000001,0.397,224027.0,0.507,0.11800000000000001,0.109,-11.765999999999998,0.0358,117.971,0.3429999999999999,1
39415,57.0,0.242,0.562,181827.0,0.7979999999999999,0.0,0.1119999999999999,-3.873,0.0311,143.97899999999998,0.579,1
36877,52.0,0.0175,0.672,505093.0,0.792,0.0119,0.313,-6.436,0.0333,146.907,0.649,1
37850,65.0,0.222,0.332,474360.0,0.623,0.000883,0.278,-12.365,0.0803,182.63,0.41600000000000004,1
37058,59.0,0.228,0.573,233587.0,0.6559999999999999,0.0,0.0651,-5.954,0.0562,81.95200000000001,0.6679999999999999,1
37912,52.0,5.8299999999999994e-05,0.387,227400.0,0.8859999999999999,0.275,0.2189999999999999,-6.981,0.0617,176.426,0.757,1
37259,58.0,0.515,0.47100000000000003,284840.0,0.35700000000000004,0.0036299999999999,0.114,-11.333,0.0283,138.255,0.278,1
38917,61.0,0.0774,0.486,198763.0,0.892,0.0,0.0532,-3.529,0.0606,72.984,0.361,1
35182,60.0,4.85e-05,0.518,189787.0,0.718,0.244,0.25,-4.355,0.0343,127.59299999999999,0.531,1
37895,54.0,0.0822,0.628,224382.0,0.584,0.433,0.298,-8.03,0.0284,112.0,0.335,1
